Title,Link,Author Keywords,Index Keywords
"Healthcare emergency planning and management to major hazards in the UK","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930167522&doi=10.1504%2fIJEM.2015.069514&partnerID=40&md5=91633b3f8c4311eb372fff2552a12056","Collaboration; Effectiveness and efficiency; Emergency management; Emergency planning; Healthcare; Infrastructure; Integration; Major hazards; Multi-agency; Process; UK","Efficiency; Hazards; Integration; Processing; Risk management; Collaboration; Effectiveness and efficiencies; Emergency management; Emergency planning; Infrastructure; Major hazards; Multi agencies; Health care; Article; climate change; disaster planning; emergency care; health care cost; health care delivery; health care facility; health care organization; health care planning; health hazard; human; information technology; interview; perception; population growth; qualitative research; risk assessment; risk reduction; United Kingdom; urban area"
"Evacuation planning for plausible worst case inundation scenarios in Honolulu, Hawaii","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929311400&doi=10.5055%2fjem.2015.0223&partnerID=40&md5=22e7b817c9b06161e21ba0975dd8b27f","Evacuation; Honolulu; Hurricane storm surge; Risk reduction; River flooding; Sea level rise; Travel demand modeling","computer simulation; disaster planning; flooding; human; Pacific Ocean; policy; risk management; traffic and transport; travel; United States; weather; Computer Simulation; Disaster Planning; Floods; Hawaii; Humans; Pacific Ocean; Public Policy; Risk Management; Transportation; Travel; Weather"
"Navigating the self in maternity care: How Chinese midwives work on their professional identity in hospital setting","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924289616&doi=10.1016%2fj.midw.2014.11.013&partnerID=40&md5=0c072adc261711c34d386324256754fe","China; Hospital-based midwives; Identity crisis; Identity work; Medical dominance; Midwifery discourse","adult; China; female; health personnel attitude; hospital department; human; midwife; obstetrics; organization and management; pregnancy; procedures; professional practice; professional standard; psychology; public relations; qualitative research; Adult; Attitude of Health Personnel; China; Female; Humans; Interprofessional Relations; Midwifery; Obstetrics; Obstetrics and Gynecology Department, Hospital; Pregnancy; Professional Autonomy; Professional Role; Qualitative Research"
"Analysis of heart rate variability amongst cyclists under perceived variations of risk exposure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918503343&doi=10.1016%2fj.trf.2014.11.004&partnerID=40&md5=817236c3cd7b517eceb98f3b8645b8e9","Cycling; Exercise intensity; Heart rate; Perceived risk","Behavioral research; Health; Motor transportation; Risk assessment; Risk management; Risk perception; Roads and streets; Cycling; Energy expenditure; Exercise intensity; Heart rate variability; Heart rates; Perceived risk; Perceptions of risks; Traffic conditions; Heart"
"A decision-support methodology for assessing the sustainability of natural risk management strategies in urban areas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916601691&doi=10.5194%2fnhess-14-3207-2014&partnerID=40&md5=e38589262df3888cba7c228fd3ccdd74",,"decision making; flood control; flooding; hazard management; natural hazard; risk assessment; strategic approach; sustainability; sustainable development; France; Lorraine; Meurthe et Moselle"
"Cryptosporidium and giardia in surface water: A case study from Michigan, USA to inform management of rural water systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908350341&doi=10.3390%2fijerph111010480&partnerID=40&md5=332a4fdf61a60ef375eb7e330b521b97","Cryptosporidium; Genotyping; Giardia; Land use; Rural water supply; Water management","surface water; water; decision making; disease incidence; environmental protection; genotype; health risk; land use change; parasite prevalence; protozoan; rural area; surface water; water management; water pollution; water supply; Article; controlled study; cryptosporidiosis; Cryptosporidium; decision making; Giardia; giardiasis; incidence; nonhuman; population size; prevalence; risk management; rural area; United States; urban area; urban rural difference; water management; water supply; animal; classification; cryptosporidiosis; Cryptosporidium; genetics; genotype; Giardia; giardiasis; growth, development and aging; health; human; isolation and purification; parasitology; transmission; water supply; Michigan; United States; Cryptosporidium; Giardia; Animals; Cryptosporidiosis; Cryptosporidium; Genotype; Giardia; Giardiasis; Humans; Incidence; Michigan; Rural Health; Urban Health; Water; Water Supply"
"Examining the impact of adverse weather on urban rail transit facilities on the basis of fault tree analysis and fuzzy synthetic evaluation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894058207&doi=10.1061%2f%28ASCE%29TE.1943-5436.0000630&partnerID=40&md5=8f35573f1d185f93924f584c47ca42b6","Adverse weather; Analytic hierarchical analysis (AHP); Fault tree analysis (FTA); Fuzzy synthetic evaluation (FSE); Risk analysis.; URT facilities",
"Optimal scheduling of urban mobile emergency power sources","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896037386&doi=10.7500%2fAEPS20130220002&partnerID=40&md5=53c22f5467a9bb9670725806e0f8beef","Mixed integer programming; Mobile emergency power sources; Optimal scheduling; Outage cost","Costs; Emergency services; Linear programming; Mathematical models; Optimization; Outages; Risk management; Scheduling; Emergency power source; Evaluation index system; Mixed integer linear programming problems; Mixed integer programming; Optimal scheduling; Optimization modeling; Optimization problems; Outage cost; Problem solving"
"Environmental pollution liability insurance in China: In need of strong government backing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906259668&doi=10.1007%2fs13280-013-0436-0&partnerID=40&md5=365cc7cf1661f3ec446c1917f27ae82f","China; Compensation; Environmental risk management; Insurance companies; Pollution; Pollution insurance","atmospheric pollution; compensation; economic instrument; environmental economics; environmental risk; government; insurance system; liability; China; China; economics; government regulation; insurance; legal aspect; pollution; review; China; Environmental Pollution; Government Regulation; Insurance, Liability"
"The ecological risk assessment of Taihu Lake watershed","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878149183&doi=10.5846%2fstxb201202110180&partnerID=40&md5=7041a27e6e30a138302520dcc204db9a","Comprehensive evaluation; Ecological risk; Risk source; Risk suffer; Taihu Lake watershed","chemical pollutant; decision making; economic growth; environmental assessment; GIS; public health; risk assessment; risk factor; watershed; China; Taihu Lake"
"Hazards, risk, and vulnerability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019794710&doi=10.1007%2f978-94-007-5875-9_2&partnerID=40&md5=575848e57fcf8cb7df3e44f7b94f53b4","Flood risk; Geographic information system; Natural hazard; Social vulnerability; Synthetic aperture radar",
"Autonomic cognitive-based data dissemination in opportunistic networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896518370&doi=10.1109%2fWoWMoM.2013.6583379&partnerID=40&md5=e9893975fb070172fb98cec8b810711a","Cognitive heuristics; Content diffusion; Opportunistic networks","Aggregates; Risk management; Aggregated information; Cognitive heuristics; Cognitive psychology; Emergency management; Incomplete information; Opportunistic network (Oppnets); Opportunistic networks; Probabilistic decisions; Wireless ad hoc networks"
"Mississippi River Ecohydrology: Past, present and future","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882456112&doi=10.1016%2fj.ecohyd.2013.02.003&partnerID=40&md5=d6eff1ce19542c757ade4d1ed7606f36","Hydraulics and hydrology; Invasive species; Mississippi River; Navigation and flood control; Nutrients and sediment","ecohydrology; ecosystem service; environmental impact; flood control; floodplain; fluvial deposit; hydraulics; invasive species; nutrient availability; riparian zone; river system; salinity; toxin; Mississippi River; United States"
"Earthquake risk in Turkey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881406310&doi=10.1126%2fscience.1238945&partnerID=40&md5=3d8341295c19492342a6b231bc73f5b1",,"earthquake event; hazard assessment; mortality; risk assessment; city planning; disaster planning; earthquake; health hazard; priority journal; risk management; short survey; Turkey (republic); Turkey"
"Accidental release of chlorine in Chicago: Coupling of an exposure model with a Computational Fluid Dynamics model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867746520&doi=10.1016%2fj.atmosenv.2012.09.037&partnerID=40&md5=fc3fd1b3c896f63d371852c0a73362f0","Acute exposure; Emergency management planning; Hazardous materials","Accidental release; Acute exposure; Adverse health effects; Atmospheric dispersion; Chicago; Computational fluid dynamics models; Coupled models; Decision makers; Differential coupling; Dynamic information; Emergency management; Emergency planning; Emergency responders; Emergency response; Flame acceleration simulators; Hazardous chemicals; Hazardous substances; Local populations; Real-time response; Response measures; Toxic clouds; Urban regions; Atmospheric movements; Chlorine; Computational fluid dynamics; Hazardous materials; Health; Risk management; Dispersions; chlorine; atmospheric pollution; chlorine; computational fluid dynamics; decision making; FLAC; health impact; pollution exposure; public health; urban area; acute toxicity; article; atmosphere; city; computational fluid dynamics; damage differential coupling; dangerous goods; diffusion; disaster planning; emergency treatment; environmental exposure; flame acceleration simulator; health hazard; human; model; priority journal; United States; Chicago; Illinois; United States"
"Which water quality for which uses? Overcoming over-zealous use of the precautionary principle to reclaim wastewater for appropriate irrigation uses","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859984430&doi=10.1002%2fird.1662&partnerID=40&md5=7f2764333f84652b49aa52da37fe4d08","Wastewater reuse; Water management; Water scarcity",
"Foreign Investors and Stock Price Crash Risk: Evidence from Vietnam","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058985689&doi=10.1111%2firfi.12248&partnerID=40&md5=a091d63ec897ce2c7fd96c5586f121c2",,
"Enhancing cyber–physical systems with hybrid smart city cyber security architecture for secure public data-smart network","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086828731&doi=10.1016%2fj.future.2020.06.028&partnerID=40&md5=fd7c4f65573941f3ab51d11c10a47f37","cyber–physical system; Risk management model; Security; Smart city; Smart city architecture","Digital storage; Network architecture; Public policy; Smart city; Business operation; General publics; In-depth knowledge; Information and Communication Technologies; Infrastructure development; Organized networks; Physical systems; Service delivery; Network security"
"Occurrence of tire and bitumen wear microplastics on urban streets and in sweepsand and washwater","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084044081&doi=10.1016%2fj.scitotenv.2020.138950&partnerID=40&md5=4726f987e2b03e7a71a407b3c6bde849","Bitumen; Microplastics; Road dust; Stormwater; Street sweeping; Tire wear","Bituminous materials; Dust; Iodine compounds; Microplastic; Risk assessment; Risk management; Roads and streets; Sodium Iodide; Storms; Tires; Wear of materials; Density separation; Management efforts; Micro particles; Microplastic particles; Road surfaces; Stereo microscopy; Street sweeping; Urban streets; Particle size analysis; asphalt; microplastic; paint; rain; sodium iodide; storm water; bitumen; concentration (composition); iodide; particulate matter; plastic waste; road; sodium; stormwater; tire; urban area; wear; Article; catchment area; chemical analysis; concentration (parameter); dust; environmental impact; exhaust gas; microplastic pollution; motor vehicle tire; particle size; priority journal; runoff; separation technique; stereomicroscopy; surface area; traffic; urban area"
"Using SCS-CN and earth observation for the comparative assessment of the hydrological effect of gradual and abrupt spatiotemporal land cover changes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730175&doi=10.3390%2fW12051386&partnerID=40&md5=8a3f61fcb54145c159cb3a36a8d6758a","Earth observation; LUCC; NRCS-CN; Runoff; SCS-CN; Urbanization; Wildfire","Deforestation; Fire hazards; Fires; Flood control; Floods; Infiltration; Land use; Observatories; Risk assessment; Risk management; Soil conservation; Watersheds; Comparative assessment; Design and implementations; Earth observations; Flood risk management; Hydrological effects; Hydrological risks; Runoff estimation methods; Soil conservation service curve numbers; Runoff; comparative study; estimation method; hydrological modeling; land cover; land management; risk assessment; runoff; spatiotemporal analysis; urbanization; watershed; Attica; Greece"
"Earthquake vulnerability mapping using different hybrid models","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082030414&doi=10.3390%2fsym12030405&partnerID=40&md5=94554dc0d4109f61d085490369cd8914","Hybrid model; Multiple criteria decision analysis; Natural disasters; Risk management; Seismic vulnerability",
"Large-scale distribution of organophosphate esters (flame retardants and plasticizers) in soil from residential area across China: Implications for current level","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071598754&doi=10.1016%2fj.scitotenv.2019.133997&partnerID=40&md5=26e296dcced34a85c6b9b8f7f416ca8a","Distribution; Health risk; Organophosphate esters; Residential soil","Esters; Flame retardants; Geographical distribution; Geographical regions; Health; Health risks; Housing; Organic carbon; Plasticizers; Risk assessment; Risk management; Soils; Solvents; Base-line concentrations; Distribution; Environmental parameter; Flame retardants and plasticizers; Large-scale distribution; Organophosphate esters; Residential soil; Tris(2-chloroethyl) phosphate; Soil pollution; flame retardant; phosphoric acid tris(2 chloroethyl) ester; plasticizer; triphenyl phosphate; tris(1 chloro 2 propyl)phosphate; tris(2 butoxyethyl)phosphate; unclassified drug; concentration (composition); ester; flame retardant; health risk; organophosphate; plasticity; pollutant source; soil pollution; Article; China; concentration (parameter); controlled study; environmental temperature; geographic distribution; gross national product; human; limit of detection; limit of quantitation; population research; precipitation; priority journal; residential area; risk assessment; socioeconomics; soil analysis; total organic carbon; urban area; Bohai Rim; China; Shanxi; Yangtze Delta"
"Big spatio-temporal data mining for emergency management information systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075880773&doi=10.1049%2fiet-its.2019.0171&partnerID=40&md5=2f37cb780cfca0c48bc416721cfc0394",,"Accidents; Association rules; Civil defense; Data Analytics; Data handling; Disasters; Information management; Information use; Management information systems; Natural language processing systems; Risk management; Traffic congestion; Co-location patterns; Emergency management; Modern technologies; NAtural language processing; Performance of algorithm; Spatial autocorrelations; Spatio-temporal data; Spatio-temporal data mining; Data mining"
"Flood risk management in Sint Maarten – A coupled agent-based and flood modelling method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071709200&doi=10.1016%2fj.jenvman.2019.109317&partnerID=40&md5=1d6603ea9ed949fd2ace3ee7b873ac11","Agent-based modelling; Flood risk management; Sint maarten; Small island development states; Socio-hydrology","rain; storm water; decision making; flood; flood control; flood damage; modeling; policy implementation; policy making; rainfall-runoff modeling; risk assessment; small island state; vulnerability; Article; building; catchment; climate; climate change; flooding; geography; hurricane; hydrology; risk management; runoff; Saint Martin (Dutch); sea level; sensitivity analysis; urban area; urbanization; city planning; disaster; risk management; Caribbean Islands; Leeward Islands [Lesser Antilles]; Saint Martin; City Planning; Disasters; Floods; Risk Management; Sint Maarten"
"Building urban resilience and knowledge co-production in the face of weather hazards: flash floods in the Monterrey Metropolitan Area (Mexico)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066292675&doi=10.1016%2fj.envsci.2019.05.021&partnerID=40&md5=8ad45e052701b5366df26561006461b4","floods; knowledge co-production; Mexico; Monterrey; urban resilience","architecture; Article; building; conceptual framework; ecosystem resilience; flooding; human; hurricane; knowledge; natural disaster; Nuevo Leon; priority journal; public-private partnership; risk management; river basin; socioeconomics; urban area; urban population; weather"
"Urbanisation and socio-ecological challenges in high mountain towns: Insights from Leh (Ladakh), India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065078281&doi=10.1016%2fj.landurbplan.2019.04.017&partnerID=40&md5=bff78e507942e43eee1b65ad888a701d","Himalaya; India; Mountain urbanisation; Small and medium towns; Urban sprawl","Agriculture; Construction industry; Ecology; Hazards; Landforms; Risk management; Satellite imagery; Water resources; Himalayas; India; Mountain urbanisation; Small and medium towns; Urban sprawl; Urban growth; agricultural land; governance approach; human activity; infrastructural development; integrated approach; lifestyle; methodology; mountain region; natural hazard; socioeconomic impact; sustainability; urban planning; urban sprawl; urbanization; vulnerability; Himalayas; India; Ladakh Himalayas"
"Identifying key risks in infrastructure projects – Case study of Cairo Festival City project in Egypt","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061799093&doi=10.1016%2fj.asej.2018.11.003&partnerID=40&md5=3e23841165c5c12895d547624718bdc5","Infrastructure Projects (IP); Risk Break Down Structure (RBS); Risk Management (RM); Risk Register (RR)","Risk assessment; Uncertainty analysis; Break down; Classification of risk; External environments; Infrastructure project; Literature reviews; Project activities; Risk breakdown structures; Risk registers; Risk management"
"Fault tree analysis of the causes of urban smog events associated with vehicle exhaust emissions: A case study in Jinan, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062475208&doi=10.1016%2fj.scitotenv.2019.02.348&partnerID=40&md5=c2299bb562b0a2046beb63c9f9f7426e","Causes of smog; Fault tree analysis; Urban smog events; Vehicle exhaust emissions","Boolean algebra; Fault tree analysis; Risk assessment; Risk management; Traffic congestion; Vehicles; Causes of smog; Environmental risk managements; Fault tree analyses (FTA); Precautionary measures; Qualitative analysis; Structural importance; Urban smog events; Vehicle exhaust emissions; Air pollution; anthropogenic effect; car ownership; fuel consumption; smog; traffic emission; urban pollution; article; China; information science; qualitative analysis; quantitative analysis; risk management; smog; China; Jinan [Shandong]; Shandong"
"Brief communication: Rethinking the 1998 China floods to prepare for a nonstationary future","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063897824&doi=10.5194%2fnhess-19-715-2019&partnerID=40&md5=7928c2b70eaa54311e953971f8f3f445",,"climate change; flood; governance approach; investment; policy approach; risk assessment; twentieth century; urban planning; urbanization; China"
"Pathways of change: Predicting the effects of fire on flammability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059303468&doi=10.1016%2fj.jenvman.2018.11.063&partnerID=40&md5=d3790c804ec0ac9c3249733fc530f4d3","Fire management; Flammability; Forest; Heathland; Prescribed burning; Succession; Wildfire; Woodland","chemical property; fire; fire management; forest; heathland; prediction; prescribed burning; succession; wildfire; woodland; article; Australia; flammability; forest; heathland; human; landscape; prescribed burning; wildfire; ecosystem; fire; forest; South Australia; Ecosystem; Fires; Forests; Humans; South Australia; Wildfires"
"Role of emissivity in lava flow 'Distance-to-Run' estimates from satellite-based volcano monitoring","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071540783&doi=10.3390%2frs11060662&partnerID=40&md5=27e1a96eca91bdc50ea0c68f7e6d07a2","Emissivity; Lava flow modeling; Remote sensing; Volcano monitoring","Atmospheric temperature; Electromagnetic wave emission; Fourier transform infrared spectroscopy; Hazards; Land surface temperature; Risk assessment; Risk management; Surface measurement; Surface properties; Volcanoes; Emissivity; Fourier transform infrared; Lava flows; Planning applications; Spaceborne observations; Spatial heterogeneity; Technological solution; Volcano monitoring; Remote sensing"
"Co-development of a seasonal rainfall forecast service: Supporting flood risk management for the Yangtze River basin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060347342&doi=10.1016%2fj.crm.2019.01.002&partnerID=40&md5=43c1b5f78da4674c242de25e82acaa53","Climate service; Co-development; Seasonal forecast; User engagement; Yangtze River",
"A serious game designed to explore and understand the complexities of flood mitigation options in Urban-Rural Catchments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058988978&doi=10.3390%2fw10121885&partnerID=40&md5=8dd028be6e80c4147c00a8c16bcb7df6","Decision making; Flood; Infrastructure; Rural; Serious gaming; Urban","Catchments; Climate change; Decision making; Flood control; Floods; Risk management; Rural areas; Efficient managements; Flood risk management; Inductive reasoning; Infrastructure; Multiple stakeholders; Serious gaming; Statistical significance; Urban; Serious games; catchment; data acquisition; decision making; flood control; hypothesis testing; infrastructure planning; participatory approach; perception; risk assessment; rural area; stakeholder; urban area; United Kingdom"
"Causes of delays in the construction phase of Chinese building projects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055179443&doi=10.1108%2fECAM-10-2016-0227&partnerID=40&md5=1a88fa7a3650926d78cde804440721fa","Construction; Project management; Risk management; Scheduling","Construction industry; Project management; Risk management; Scheduling; Surveys; Building construction projects; Chinese building projects; Chinese construction industry; Comparative analysis; Construction projects; Design/methodology/approach; Economic situation; Questionnaire surveys; Construction"
"Uncovering stable and occasional human mobility patterns: A case study of the Beijing subway","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032022150&doi=10.1016%2fj.physa.2017.09.082&partnerID=40&md5=75976c30060bc36b3857cb194c7b24a3","Correlation coefficient; Human mobility; Matrix factorization; Urban subway","Factorization; Matrix algebra; Risk management; Correlation analysis; Correlation coefficient; Emergency management; Human mobility; Individual levels; Matrix factorizations; Statistical noise; Statistical regularity; Railroads"
"Nonmodel-based framework for rapid seismic risk and loss assessment of instrumented steel buildings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035320967&doi=10.1016%2fj.engstruct.2017.11.045&partnerID=40&md5=919b8b3a63875e5ce661279d885975e6","City-scale simulation; Disaster-risk management; Earthquake-induced loss assessment; Generalized loss map; Instrumented steel buildings; Rapid seismic risk assessment; Wavelet analysis","Buildings; Decision making; Disasters; Geophysics; Network function virtualization; Risk assessment; Risk management; Seismology; Steel construction; Structural frames; Wavelet analysis; City scale; Earthquake-induced damage; Engineering demand parameters; Induced loss; Nonlinear response history analysis; Seismic risk assessment; Steel buildings; Steel moment resisting frame; Earthquakes; building; computer simulation; disaster management; risk assessment; seismic response; steel structure; wavelet analysis"
"Cities and “budget-based” management of the energy-water-climate nexus: Case studies in transportation policy, infrastructure systems, and urban utility risk management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032977685&doi=10.1002%2fep.12765&partnerID=40&md5=ae1c27e4dc3c213132e222233bec9afd","carbon intensity of energy; incentives; infrastructure; measuring transportation vehicle miles traveled; urban policy and governance; water supply","Climate change; Energy efficiency; Energy management systems; Greenhouse gases; Population statistics; Public policy; Risk management; Urban transportation; Water resources; Water supply; Carbon intensity of energies; Incentives; Infrastructure; Transportation vehicles; Urban policy; Budget control"
"Africa's Urban Risk and Resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032731994&doi=10.1016%2fj.ijdrr.2017.09.050&partnerID=40&md5=fc6214dc73e65a2758a46492b43e1589",,
"Improvement to flooding risk assessment of storm surges by residual interpolation in the coastal areas of Guangdong Province, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014111917&doi=10.1016%2fj.quaint.2016.12.025&partnerID=40&md5=1e67e5f55fccb9f188a5288bd1c84362","Astronomic tides; Flooding risk; Residual interpolation; Storm surges; Total water level","coastal zone; flooding; interpolation; ocean tide; risk assessment; storm surge; water level; China; Guangdong; Zhujiang Delta"
"The interaction of risk allocation and governance arrangements in innovative urban stormwater and recycling projects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018494221&doi=10.1016%2fj.landurbplan.2017.03.012&partnerID=40&md5=6a34674b2ea71ead510725e423ac0c4d","Decentralisation; Policy innovation; Recycling; Regulation; Risk management; Stormwater","Land use; Recycling; Risk perception; Storms; Water management; Water pollution; Alternative water sources; Decentralisation; Government authorities; Integrated urban water management; Regulation; Regulatory frameworks; Stormwaters; Technological innovation; Risk management; decentralization; governance approach; innovation; land use planning; policy development; recycling; risk assessment; runoff; urban planning; water management"
"Risk-based framework for optimizing residual chlorine in large water distribution systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023778999&doi=10.1007%2fs10661-017-5989-0&partnerID=40&md5=ab3e37425cbc49396f356033fe326dac","EPANET; Fuzzy-FMEA; Risk priority number (RPN); Water distribution system (WDS); Water quality index (WQI)","Chlorine; Fuzzy set theory; Health risks; Risk analysis; Risks; Water distribution systems; Water quality; Water supply systems; EPANET; Failure mode and effect analysis; Fuzzy FMEA; Human health risks; Probability of failure; Residual chlorines; Risk Priority Number; Water quality indexes; Risk assessment; chlorine; ground water; water; chlorine; ion; water pollutant; chlorine; distribution system; health risk; optimization; pipeline; research work; risk assessment; water; water planning; water quality; water treatment; Article; chlorination; controlled study; environmental impact assessment; pipeline; risk assessment; risk management; Saudi Arabia; water availability; water quality; water supply; analysis; environmental monitoring; human; microbiology; procedures; risk; water management; water pollutant; Saudi Arabia; Chlorine; Environmental Monitoring; Humans; Ions; Risk; Saudi Arabia; Water Microbiology; Water Pollutants, Chemical; Water Purification; Water Quality; Water Supply"
"Update earthquake risk assessment in Cairo, Egypt","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004011463&doi=10.1007%2fs10950-016-9621-5&partnerID=40&md5=6fdb94aa2c5f90872e3cfb8b034d7c62","Cairo; Earthquakes; Egypt; Hazards; Risk; Risk matrix; Risk profile; Vulnerability","earthquake catalogue; earthquake damage; ground motion; hazard assessment; risk assessment; seismic response; urban area; vulnerability; Cairo [Egypt]; Egypt"
"A semi-Markov model for post-earthquake emergency response in a smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009961985&doi=10.1007%2fs11768-017-6060-y&partnerID=40&md5=626b4140cc27c9b2ebe4315663f7c841","degradation; earthquake; Emergency management; hazard; Markov chains; smart city","Civil defense; Degradation; Disasters; Dynamic programming; Earthquakes; Geophysics; Hazards; Human resource management; Markov processes; Population statistics; Restoration; Risk management; Stochastic models; Stochastic systems; Earthquake emergency response; Emergency management; Emergency resources; Emergency response plans; High population density; Rescue activities; Smart cities; Stochastic dynamics; Emergency services"
"Vulnerability assessment of urban community and critical infrastructures for integrated flood risk management and climate adaptation strategies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029710542&doi=10.1108%2fIJDRBE-03-2015-0010&partnerID=40&md5=687d0d0548b62b1b6a4b9f9eb4e9279f","Built environment; Capacity; Flooding; Infrastructure; Risk analysis; Vulnerability","adaptive management; assessment method; capacity building; economic growth; environmental conditions; flood; flooding; infrastructure planning; integrated approach; risk assessment; strategic approach; urban population; vulnerability; Australia; Brisbane; Queensland"
"Expert opinion on risks to the long-term viability of residential recycled water schemes: An Australian study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018316789&doi=10.1016%2fj.watres.2017.04.077&partnerID=40&md5=e480da86e36631f5b0ee23de4d9202e6","Expert opinion; Investment risk; Recycled water scheme","Effluents; Housing; Investments; Risk assessment; Risk management; Risk perception; Surveys; Urban growth; Water pollution; Water supply; Expert opinion; Historical information; Investment risks; Recycled water; Regulatory environment; Risk management measures; Sustainable urban development; Wastewater effluents; Water recycling; storm water; water; discharge; effluent; expert system; investment; long-term change; recycling; risk factor; risk perception; urban development; wastewater treatment; water supply; Article; Australia; climate change; environmental health; investment; priority journal; public health; residential area; risk management; waste water recycling; water management; water supply; water treatment; expert witness; human; recycling; Australia; Australia; Expert Testimony; Humans; Recycling; Water; Water Supply"
"Navigation system design of fire disaster evacuation path in buildings based on mobile terminals","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993152842&doi=10.1109%2fICCSE.2016.7581602&partnerID=40&md5=c13178ccdb6e795ed8086d453b4290fb","Building; Emergency Evacuation; Fire Disaster; Mobile Terminal; Path Guidance","Buildings; Civil defense; Computer terminals; Disaster prevention; Disasters; Education computing; Engineering education; Mobile phones; Mobile telecommunication systems; Navigation systems; Public risks; Risk management; Development tendency; Emergency evacuation; Emergency management systems; Fire disasters; Mobile terminal; Path guidance; Positioning functions; Risk management systems; Information management"
"Drought risk analysis of maize under climate change based on natural disaster system theory in Southwest China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029933112&doi=10.1016%2fj.chnaes.2016.06.001&partnerID=40&md5=2623612d8374535f1082abdabaa5469a","Climate change; Drought risk; Maize; Southwest China",
"Rockfall at the heritage site of the Tatlarin Underground City (Cappadocia, Turkey)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979239952&doi=10.1007%2fs11069-016-2234-z&partnerID=40&md5=5e95ce95d9eca99c09b6f30dac485d1f","3D modelling; Cappadocia; Cultural heritage; Rockfall; Tuff","cultural heritage; hazard assessment; rockfall; slope stability; structural analysis; subterranean environment; three-dimensional modeling; tuff; Cappadocia; Turkey"
"A stochastic optimization algorithm for optimizing flood risk management measures including rainfall uncertainties and nonphysical flood damages","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964643223&doi=10.1061%2f%28ASCE%29HE.1943-5584.0001334&partnerID=40&md5=7cbc12942c56d48640de2f86a17f82b4","Flood risk; Monte Carlo simulation; Multi-objective optimization; Non-physical vulnerability; NSGA-II","Algorithms; Decision making; Flood control; Flood damage; Hydraulic models; Intelligent systems; Monte Carlo methods; Multiobjective optimization; Optimization; Rain; Risk assessment; Risk management; Watersheds; Flood mitigation measures; Flood risks; Monte Carlo simulation methods; Non-physical vulnerability; NSGA-II; Rainfall-runoff modeling; Simulation-based optimizations; Stochastic optimization algorithm; Floods; algorithm; computer simulation; flood control; flood damage; Monte Carlo analysis; optimization; stochasticity; vulnerability; watershed; China; Gan River; Jiangxi"
