Title,Link,Author Keywords,Index Keywords
"Challenges of mainstreaming green infrastructure in built environment professions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067296884&doi=10.1080%2f09640568.2019.1605890&partnerID=40&md5=8fe95377d7bf3fced50ee61dbef5e759","green infrastructure; nature-based solutions; stormwater management planning; urban resilience",
"Introducing nature-based solutions into urban policy – facts and gaps. Case study of Poznań","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063968962&doi=10.1016%2fj.landusepol.2019.03.025&partnerID=40&md5=081b47997341ff37c876251532f4d7f0","Ecosystem services; Green infrastructure; NbS; Urban planning; Urban transformation","adaptive management; climate change; ecosystem service; infrastructure planning; policy implementation; urban planning; urban policy; Poland [Central Europe]; Poznan [Wielkopolskie]; Wielkopolskie"
"Spatial analysis of landscape and sociodemographic factors associated with green stormwater infrastructure distribution in Baltimore, Maryland and Portland, Oregon","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061178287&doi=10.1016%2fj.scitotenv.2019.01.417&partnerID=40&md5=23578f622b9519cb21b4b4a15eae7ff2","Environmental justice; GIS; Green stormwater infrastructure; Scale; Spatial statistics; Urban resilience","Geographic information systems; Population statistics; Regression analysis; Sewers; Spatial distribution; Storms; Surveys; Environmental justice; Scale; Spatial statistics; Stormwaters; Urban resilience; Spatial variables measurement; storm water; census; demography; environmental justice; GIS; infrastructure; landscape; spatial distribution; stormwater; Article; building industry; demography; geographic distribution; geographic information system; Greenland; landscape; Maryland; Oregon; population density; priority journal; social status; soil; spatial analysis; surface area; topography; urban area; water cycle; Baltimore; Maryland; Maryland; Oregon; Portland [Oregon]; United States"
"Seismic Risk Assessment and Mitigation at Emergency Limit Condition of Historical Buildings along Strategic Urban Roadways. Application to the “Antiga Esquerra de L’Eixample” Neighborhood of Barcelona","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051985140&doi=10.1080%2f15583058.2018.1503376&partnerID=40&md5=5e586a998b8025b624d5e280db61f6f7","Built heritage protection; emergency limit state; GIS; performance-based urban assessment; risk assessment; risk mitigation; risk reduction policies; seismic risk; urban resilience","Geographic information systems; Risk perception; Seismology; Software reliability; Built heritage; Limit state; Performance based; Risk mitigation; Risk reductions; Seismic risk; Urban resilience; Risk assessment; building; GIS; holistic approach; management practice; mitigation; reliability analysis; risk assessment; road; seismic response; strategic approach; urban area; vulnerability; Barcelona"
"Resilience Performance Scorecard: Measuring urban disaster resilience at multiple levels of geography with case study application to Lalitpur, Nepal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049737168&doi=10.1016%2fj.ijdrr.2018.06.012&partnerID=40&md5=85c8e3637c499fb3e675a9767eec99ce","Disaster risk management; Governance; Indicators; Participatory decision making; Scorecard; Urban resilience",
"Are we planning for resilient cities in Ghana? An analysis of policy and planners' perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030764112&doi=10.1016%2fj.cities.2017.09.005&partnerID=40&md5=dea1582c53329e52fa9da17955f507d4","Adaptive capacity; Ghana; Urban planning; Urban resilience; Urbanisation","action plan; adaptive management; national planning; planning practice; urban planning; urban policy; urbanization; Ghana"
"The Calatrava model: reflections on resilience and urban plasticity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996598588&doi=10.1080%2f09654313.2016.1257570&partnerID=40&md5=f7605c185bb83f1f4c2f92cda809f721","arts and culture; Calatrava model; urban plasticity; urban resilience","architecture; art; capitalism; cultural economy; urban design; urban planning; urban policy; Comunidad Valencia; Spain; Valencia [Comunidad Valencia]; Valencia [Valencia (PRV)]"
"An integrative approach to understand vulnerability and resilience post-disaster: The 2015 cyclone Pam in urban Vanuatu as case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019253012&doi=10.1108%2fDPM-07-2016-0137&partnerID=40&md5=40aa048725b184aeba72db09ce2058a1","Coastal disasters; Cyclone; Flash flood; Storm surge; Urban resilience; Vanuatu; Vulnerable people",
"Making urban flood resilience more operational: Current practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925355126&doi=10.1680%2fwama.14.00051&partnerID=40&md5=c3544d2642be054c8de1891d447129f4","Floods & floodworks; Reviews; Urban regeneration","Climate change; Design; Reviews; Current practices; Integrated approach; Neighbourhood; No references; Urban design; Urban floods; Urban regeneration; Urban resilience; Floods; climate change; design flood; flood frequency; flooding; planning method; research work; risk assessment; urban area; urban design; urbanization"
"Reducing Urban Disaster Risk by Improving Resilience in China from a Planning Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922357664&doi=10.1080%2f10807039.2014.955385&partnerID=40&md5=3e13ed6d164bb71c7c0fd023f9123d07","China; disaster risk; planning perspective; urban resilience",
"Blue urbanism: Exploring connections between cities and oceans","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938093011&doi=10.5822%2f978-1-61091-564-9&partnerID=40&md5=6f19de0e9ddb14dd955e39397ce298dc","biomass; bioremediation; carbon reduction; climate change adaptation; climate change mitigation; coastal resilience; distributed energy systems; geothermal energy; green streets; hydrogen power; infrastructural ecologies; renewable energy; siting public utilities; smart grid; solar power; stormwater management; urban resilience; waste combustion; waste-to-energy facilities; water scarcity; water treatment and storage",
"Urban technical networks resilience assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867345045&partnerID=40&md5=db0e2a58af2218e650c4934f4384c95a","Interdependency modeling; Redundancy indicators; Technical networks; Urban resilience; Web GIS","Flood risks; Modeling networks; Technical networks; Urban population; Urban resilience; Web-GIS; Floods; Redundancy; Risk management"
"Assessing and monitoring urban resilience using COPD in Porto","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855550750&doi=10.1016%2fj.scitotenv.2011.11.009&partnerID=40&md5=a3962ebaf438c36c0257f137c453d9cc","COPD; Multi-criteria hierarchical analysis; Social and environmental inequalities index (SEII); Urban form","Communication tools; COPD; Environmental factors; Hierarchical analysis; Key variables; Multi-criteria; Multiple dimensions; Planning measures; Policy actions; Social and environmental inequalities index (SEII); Socio-economics; Urban form; Urban resilience; Urban sustainability; Wellbeing; Sustainable development; Pulmonary diseases; accuracy assessment; disease severity; environmental factor; hierarchical system; morbidity; multicriteria analysis; planning process; respiratory disease; socioeconomic conditions; sustainability; urban planning; article; chronic obstructive lung disease; controlled study; diagnostic accuracy; ecosystem resilience; environmental factor; environmental impact assessment; environmental monitoring; environmental planning; environmental sustainability; hospital admission; human; Portugal; priority journal; Social and Environmental Inequalities Index; socioeconomics; statistical analysis; urban area; wellbeing; Demography; Geographic Information Systems; Humans; Humidity; Models, Theoretical; Portugal; Pulmonary Disease, Chronic Obstructive; Social Environment; Socioeconomic Factors; Temperature; Urban Health; Urban Population; Porto [Porto (DST)]; Porto [Portugal]; Portugal"
"Good urban governance and city resilience: An afrocentric approach to sustainable development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073588895&doi=10.3390%2fsu11195514&partnerID=40&md5=a99a7214a9664bebefc26f8eb45f6810","Africa; City resilience; Local governance; Sustainability; Sustainable development; Urban governance; Urban resilience","governance approach; local government; suburbanization; sustainability; sustainable development; urban area; urban population; urbanization"
"Urban resilience at eye level: Spatial analysis of empirically defined experiential landscapes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063913195&doi=10.1016%2fj.landurbplan.2019.03.015&partnerID=40&md5=f91fd8e0f27a740370b1b427b54bf14a",,"Sustainable development; Adverse outcomes; Human wellbeing; Physical environments; Social-ecological systems; Spatial analysis; Spatial integrations; Urban environments; Urban resilience; Spatial variables measurement; connectivity; ecosystem resilience; experimental study; spatial analysis; statistical analysis; sustainability; typology; urban population"
"Vulnerability of informal settlements in the context of rapid urbanization and climate change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060912481&doi=10.1177%2f0956247818819694&partnerID=40&md5=6b7f330116b2f5404978a45f4c30dc76","climate change; Durban; informal settlements; system dynamics; urbanization; vulnerability","climate change; empirical analysis; hazard assessment; informal settlement; participatory approach; policy making; urban policy; urbanization; vulnerability; Durban; KwaZulu-Natal; South Africa"
"Selection of (green) roof systems: A sustainability-based multi-criteria analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068911377&doi=10.3390%2fbuildings9050134&partnerID=40&md5=b13615f002aacf883dcbb610fdac0c96","Analytic Hierarchy Process; Green roof; Multi-criteria analysis; Sustainability",
"Unpacking components of sustainable and resilient urban food systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053123990&doi=10.1016%2fj.jclepro.2018.07.283&partnerID=40&md5=afc03ec9bb485406515f056710dbbd5d","Climate change; Sustainable development; Urban and regional planning; Urban food strategies; Urban resilience","Climate change; Decision making; Planning; Population statistics; Regional planning; Sustainable development; Climate change adaptation; Comprehensive analysis; Extreme weather events; Research and analysis; Urban and regional planning; Urban and rural areas; Urban food strategies; Urban resilience; Urban growth"
"Assessing urbanwater management sustainability of a megacity: Case study of Seoul, South Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047570843&doi=10.3390%2fw10060682&partnerID=40&md5=6d0766b579bff2884a2f68109760b452","Integrated Water Resources Management; Urban resilience; Urban water cycle; Water governance; Water management sustainability","Climate change; Depreciation; Sanitation; Water management; Integrated Water Resources Management; Rapid urbanizations; Sanitation services; Seoul , South Korea; Urban resilience; Urban waters; Water governance; Willingness to pay; Sustainable development; climate change; ecosystem resilience; governance approach; hydrological cycle; integrated approach; megacity; sustainability; urbanization; water management; Seoul [South Korea]; South Korea"
"Learning urban resilience from a social-economic-ecological system perspective: A case study of Beijing from 1978 to 2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043577217&doi=10.1016%2fj.jclepro.2018.02.128&partnerID=40&md5=f23e7f28c83c8188fe68147a8e281ac4","Beijing; Development; Eco-urbanization; Environmental indicator; Urban resilience","Ecology; Ecosystems; Environmental impact; Environmental regulations; Beijing; Development; Eco-urbanization; Environmental indicators; Urban resilience; Urban growth"
"Socioecological disparities in New Orleans following Hurricane Katrina","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030221689&doi=10.1002%2fecs2.1922&partnerID=40&md5=11d46b007ec6483cbabd5d552803e9a2","Abandonment; Disturbance; Environmental justice; Resilience; Urban ecology; Vegetation",
"Resilience of Historic Built Environments: Inherent Qualities and Potential Strategies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020525078&doi=10.1016%2fj.proeng.2017.04.262&partnerID=40&md5=40bf7ab2a99fb0b1438feaa3e5479beb","Assessment methods; Built Heritage; Resilience strategies; UNESCO Site","Caves; Decision making; Obsolescence; Assessment methods; Built heritage; Construction technologies; Inherent characteristics; Methodological frameworks; Resilience strategy; Technological obsolescence; UNESCO Site; Environmental technology"
"Utilisation of underground pedestrian systems for urban sustainability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949487549&doi=10.1016%2fj.tust.2015.11.004&partnerID=40&md5=0378e993fd95e30b811fa17c9487c093","Compact city; Sustainable transport; Sustainable urban development; Underground pedestrian system; Urban renewal; Urban resilience","Sustainable development; Transportation; Urban growth; Urban planning; Compact city; Sustainable transport; Sustainable urban development; Underground pedestrian system; Urban renewal; Urban resilience; Urban transportation; pedestrian; sustainable development; underground construction; urban development; urban planning; urban renewal"
"Stakeholders participation for urban climate resilience: A case of informal settlements regularization in Khulna city, Bangladesh","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939238786&partnerID=40&md5=34e43dedb4401cff61733c0e07c206a5","Bangladesh; Informal settlements; Stakeholder participation; Urban resilience",
"Urban resilience: A framework for empowering cities in face of heterogeneous risk factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903983671&partnerID=40&md5=7eebdb6762f723e2d1a025a734f13a45","Complex urban systems; Resilience; Urban planning",
"Major principles and criteria for development of an urban resilience assessment index","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903701014&partnerID=40&md5=65744b55d068d1242a8f25f851d60a5b","Adaptation; Index; Mitigation; Principles and Criteria; Resilience","Planning; Adaptation; Index; Mitigation; Principles and criterion; Resilience; Sustainable development"
"Mining, housing and welfare in South Africa and Zambia: An historical perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873676148&doi=10.1080%2f02589001.2012.736782&partnerID=40&md5=a7e256fead8bd4607f3fd8d505a56fb9","Copper; Gold; Housing; Mineworkers; Platinum; Welfare","apartheid; copper; gold mine; historical geography; historical perspective; housing; human settlement; mining; platinum; welfare economics; Copperbelt; South Africa; Zambia; Zimbabwe"
"Dynamic models for exploring the resilience in territorial scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077579470&doi=10.3390%2fsu12010003&partnerID=40&md5=109da69ba83f750d302584fd05e4b765","Decision making; Dynamic models; Scenario planning; Urban resilience","action plan; decision making; decision support system; ecosystem resilience; environmental policy; exploration; numerical model; scenario analysis; territorial planning; urban area; urban planning"
"Measuring security in the built environment: Evaluating urban vulnerability in a human-scale urban form","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053024453&doi=10.1016%2fj.landurbplan.2018.08.022&partnerID=40&md5=61f84efa635b922638f5b06a94614fb7","Crime prevention; Evaluation; GIS analysis; Measurement; Risk assessment; Urban security","Decision making; Measurement; Planning; Urban planning; Built environment; Crime Prevention; Evaluation; GIS analysis; Planning and design; Qualitative aspects; Sense of security; Urban security; Risk assessment; building; decision making; GIS; national security; research work; urban area; urban design; urban development; vulnerability; walking"
"The cooling effect of large-scale urban parks on surrounding area thermal comfort","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074990704&doi=10.3390%2fen12203904&partnerID=40&md5=776738b5a8598f7078806fdbc8c55799","Air temperature; Climate change mitigation and adaptation; Cooling effect; Global warming; Perceived thermal comfort; Physiological equivalent temperature; Smart cities; Sustainable cities; Sustainable urban development; Thermal comfort; Urban green spaces; Urban health; Urban heat island; Urban park; Urban resilience","Cooling systems; Global warming; Physiology; Smart city; Thermal comfort; Urban growth; Air temperature; Climate change mitigation; Cooling effects; Physiological equivalent temperatures; Sustainable cities; Sustainable urban development; Urban green spaces; Urban health; Urban heat island; Urban parks; Urban resilience; Atmospheric temperature"
"Urban flood prediction under heavy precipitation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070106519&doi=10.1016%2fj.jhydrol.2019.123984&partnerID=40&md5=61020ea90d522aa7a09f4e8a0313face","Climate change; Flood map; Flooding risk; Heavy precipitation; Reverse flow; Urban flood prediction; Urban resilience","Climate change; Decision making; Forecasting; Surface waters; Flooding risks; Heavy precipitation; Reverse flow; Urban floods; Urban resilience; Floods; climate change; decision making; flood; flooding; hydrological modeling; mapping method; precipitation intensity; prediction; risk assessment; runoff; spatial resolution; storm; urban area; urban drainage; urban planning; Lafayette Parish; Louisiana; United States"
"Operationalizing urban resilience to floods in embanked territories – Application in Avignon, Provence Alpes Côte d'azur region","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065734223&doi=10.1016%2fj.ssci.2019.05.003&partnerID=40&md5=f6fa1f4b5d4bf7c16a3bab5ce18145be","Climate change; Decision-support tool; Urban floods; Urban resilience","Decision support systems; Floods; Managers; Risk management; Decision support tools; Holistic approach; Local strategies; Political discourse; Risk management strategies; Spatial Decision Support; Urban floods; Urban resilience; Climate change; article; climate change; decision support system; flooding; human; manager"
"Urban resilience discourse analysis: Towards a multi-level approach to cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057314268&doi=10.3390%2fsu10124431&partnerID=40&md5=4d4e42301a6af94fb58015fee995a8ff","Adaptive cycles; Cities; Complex systems; Multi-level approach; Panarchy; Regional resilience; Sustainability; Urban resilience","adaptive management; bottom-up approach; crisis management; development discourse; meta-analysis; sustainability; top-down approach; urban area; urban ecosystem; Scopus"
"Rebuild by design in Hoboken: A design competition as a means for achieving flood resilience of urban areas through the implementation of green infrastructure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046641142&doi=10.3390%2fw10050553&partnerID=40&md5=4f9c85445c3f282efc31fa62e13c0128","Flooding; Governance; Green infrastructure; Hoboken; Rebuild by Design; Urban resilience","Floods; Hurricanes; Oil well flooding; Regulatory compliance; Economic justification; Governance; Green infrastructure; Hoboken; Less-developed regions; Semi structured interviews; Urban resilience; Urban stormwater management; Investments; design; ecosystem resilience; flood; flooding; governance approach; Hurricane Sandy 2012; infrastructure; innovation; stormwater; urban area; water management; Hoboken; New Jersey; United States"
"New Socio-ecological Imperatives for Cities: Possibilities and Dilemmas for Australian Metropolitan Governance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029445424&doi=10.1080%2f08111146.2017.1354848&partnerID=40&md5=e2dd5f047f113ed29b510eff81db35c2","Climate change; metropolitan governance; urban resilience",
"Measuring resilience for territorial enhancement: An experimentation in Trentino [Misurare la resilienza per la valorizzazione dei territori: Una sperimentazione in Trentino]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051840432&partnerID=40&md5=c149030c47e54ea093870e76b33abe09","Economic value of landscape; Indicators and indexes; Retail structures; Spatial planning; Territorial integrated evaluation",
"Is Connectivity a Desirable Property in Urban Resilience Assessments?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043313155&doi=10.1007%2f978-3-319-75798-8_11&partnerID=40&md5=a958df383890dc8e8b5f27c5ad229d9a","Assessment; Connectivity; Indicators; Network perspective; Resilience trade-offs; Urban complexity; Urban resilience","Climate change; Commerce; Complex networks; Indicators (instruments); Assessment; Connectivity; Trade off; Urban complexity; Urban resilience; Economic and social effects"
"A human-centered approach to enhance urban resilience, implications and application to improve outdoor comfort in dense urban spaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036515875&doi=10.3390%2fbuildings7040113&partnerID=40&md5=48781bcf9bc4810f7fb51ae76f6a42c8","Microclimate; Outdoor comfort; Sensing; Urban data; Urban modeling",
"Alternative Resilience Indices for City Ecosystems Subjected to Natural Hazards","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020120746&doi=10.1111%2fmice.12275&partnerID=40&md5=ce4ba9d47585fd569ee10be17538d069",,"Complex networks; Computer system recovery; Disasters; Ecology; Hazards; Global indicators; Integrated frameworks; Multiple hazards; Network disruptions; Recovery strategies; Scenario analysis; System connectivity; Time independents; Ecosystems; disaster management; landslide; natural hazard; seismic method; urban ecosystem; Campania [Italy]; Italy; Salerno; Sarno"
"A systemic approach of urban resilience: power laws and urban growth patterns","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013645718&doi=10.1080%2f19463138.2016.1277227&partnerID=40&md5=d840d2d8443bd475b8a372129ea186b2","adaptive complex systems; networks; power laws; resilience; urban planning","network analysis; power law; urban growth; urban planning"
"Managing Urban Resilience: Stream Processing Platform for Responsive Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994784078&doi=10.1007%2fs00287-016-1005-2&partnerID=40&md5=7b8c20ab2c770c4e855e1f928c320b11",,"Urban planning; Good governances; Planning process; Response process; Spatial informations; Stocks and flows; Stream processing; Urban metabolisms; Urban resilience; Big data"
"Exploring the resilience of urban systems using fuzzy cognitive maps","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026733440&doi=10.1007%2f978-3-319-62398-6_24&partnerID=40&md5=852768b2422c087a2732fd6da124186b","Decision making-process; Dynamic behavior; Scenario analysis; Urban regeneration; Urban resilience","Application programs; Computation theory; Decision making; Elasticity; Fuzzy rules; Fuzzy systems; Large scale systems; Structural design; Decision making process; Dynamic behaviors; Scenario analysis; Urban regeneration; Urban resilience; Cognitive systems"
"Adaptive capacity based water quality resilience transformation and policy implications in rapidly urbanizing landscapes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975698796&doi=10.1016%2fj.scitotenv.2016.06.110&partnerID=40&md5=62efd8e116aaf329ac858c6e7dd78dc9","Adaptive capacity; Adaptive cycle; Land use; Urban planning; Urban resilience; Water quality","Land use; Public policy; Quality management; Urban planning; Water conservation; Water management; Adaptive capacity; Adaptive cycles; Guiding principles; Policy implications; Social-ecological systems; Urban resilience; Water quality standard; Water quality variables; Water quality; cadmium; phosphorus; adaptive management; land use planning; urban planning; urban policy; water management; water quality; adaptive capacity; agricultural land; Article; controlled study; ecosystem resilience; environmental parameters; environmental planning; geographic distribution; land use; landscaping; priority journal; seashore; urbanization; water analysis; water cycle; water quality"
"Initial insights on the biodiversity potential of biosolar roofs: a London Olympic Park green roof case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987624108&doi=10.1080%2f15659801.2015.1045791&partnerID=40&md5=4238b1de38ba857d591f10d439cfd20a","biodiversity; green roof; niche; photovoltaic panel; resilience; urban ecology","biodiversity; bioenergy; climate change; ecosystem resilience; environmental impact; environmental restoration; greenspace; invertebrate; niche partitioning; photovoltaic system; roof; urban area; urban ecosystem; vegetation cover; England; London [England]; United Kingdom; Arthropoda; Invertebrata"
"Compact cities are complex, intense and diverse but: Can we design such emergent urban properties?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013999200&doi=10.17645%2fup.v1i1.535&partnerID=40&md5=a475b55f4c47707d7b173171b6930f05","Compact city; Density; Diversity; Emergent urban form; Rule-based planning; Urban adaptability; Urban resilience",
"Understanding effects of complexity in cities during disasters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988822579&doi=10.1007%2f978-3-319-02996-2_4&partnerID=40&md5=7dacb9e64571523a15b453ee9fce4a74","Agent-based modeling; Interdependency of systems; Natural disasters; Systemic vulnerability; Urban complexity; Urban resilience",
"Building urban climate resilience: learning from the ACCCRN experience in India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907290457&doi=10.1080%2f19463138.2014.937720&partnerID=40&md5=0d1dfdedd960d521bc4a89cd58c3e690","ACCCRN; capacity-building; Indian cities; methodologies; urban climate resilience","capacity building; climate change; methodology; stakeholder; urban climate; urban planning; India"
"Comprehensive Child-Oriented Preventive Resilience Program in Israel Based on Lessons Learned from Communities Exposed to War, Terrorism and Disaster","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880075406&doi=10.1007%2fs10566-013-9200-7&partnerID=40&md5=677a4101b6668c9f77feefacf7e89eaa","Children; Community; Disaster; Resilience",
"Innovation strategies for development and resilience of medium-size cities [Estrategias de innovación para el desarrollo y la resiliencia de ciudades medias]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885028275&doi=10.5565%2frev%2fdag.60&partnerID=40&md5=f9893bf1eb1176be4ad0e75a8695f18c","Crisis; Economic and social innovation; Medium-size cities; Urban resilience","competition (economics); globalization; innovation; metropolitan area; small and medium-sized enterprise; strategic approach; urban area; urban development; urban policy"
"Urban and infrastructure resilience: Diverging concepts and the need for cross-boundary learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065913256&doi=10.1016%2fj.envsci.2019.05.008&partnerID=40&md5=400b396ba56b888e762866d0feddc214","Communities of practice; Critical infrastructures; Infrastructure resilience; Knowledge production; Urban resilience","article; city; learning"
"Enhancing post-disaster resilience by ‘building back greener’: Evaluating the contribution of nature-based solutions to recovery planning in Futaba County, Fukushima Prefecture, Japan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064002600&doi=10.1016%2fj.landurbplan.2019.03.013&partnerID=40&md5=96e35ffcb7bd5186e3961de247808a5e","Disaster risk reduction; Eco-DRR; Fukushima nuclear disaster; Nature-based solutions; Resilience","Disasters; Recovery; Citizen participation; Disaster recovery plan; Disaster risk reductions; Eco-DRR; Ecosystem management; Fukushima nuclear disasters; National governments; Resilience; Ecosystems; disaster management; ecological approach; ecosystem management; natural disaster; risk assessment; tsunami; Fukushima [Tohoku]; Honshu; Japan; Tohoku"
"City-to-city learning for urban resilience: The case of water squares in Rotterdam and Mexico City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066315291&doi=10.3390%2fw11050983&partnerID=40&md5=4251204ed20045a63d852f813160c1a8","City-to-city learning; Policy transfer; Resilient cities; Water squares","City-to-city learning; Empirical research; International networks; Knowledge exchange; Mutual understanding; Policy transfer; Resilient cities; Urban resilience; Knowledge management; building; ecosystem resilience; empirical analysis; exploration; knowledge; learning; marketing; policy approach; urban planning; Federal District [Mexico]; Mexico City; Mexico [North America]; Netherlands; Rotterdam; South Holland"
"Unpacking the pacific urban agenda: Resilience challenges and opportunities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031925406&doi=10.3390%2fsu9101878&partnerID=40&md5=ce96f970ce626b4df01c187ddcd0a993","Climate impacts; Governance; Pacific; Urban resilience; Urbanization","climate effect; environmental impact assessment; extreme event; global change; governance approach; land tenure; natural disaster; urban development; urbanization; vulnerability; Ecuador; Melanesia; Pichincha; Quito"
"Sunlight availability and potential food and energy self-sufficiency in tropical generic residential districts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995642096&doi=10.1016%2fj.solener.2016.10.041&partnerID=40&md5=c8151cc277404861d2d8ddcc43797ded","BIPV; Low-carbon neighbourhoods; Solar access; Urban farming; Urban resilience","Climate change; Energy harvesting; Gas emissions; Greenhouse gases; BIPV; Low carbon; Solar access; Urban farmings; Urban resilience; Housing; carbon emission; ecological footprint; energy resource; environmental indicator; environmental management; farming system; food availability; greenhouse gas; neighborhood; photovoltaic system; residential location; self sufficiency; solar radiation; urban planning; urban population; Hanoi; Singapore [Southeast Asia]; Viet Nam"
"A social-ecological framework for urban stewardship network research to promote sustainable and resilient cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990955137&doi=10.3390%2fsu8090956&partnerID=40&md5=f14a3f4e48fcfeae8dcb178e2d55426a","Environmental governance; Governance networks; Social-ecological systems; Urban ecology; Urban natural resources management; Urban resilience","ecological approach; ecosystem resilience; governance approach; natural resource; network design; participatory approach; resource management; social development; sustainability; sustainable development; urban design; urban ecosystem; urban planning; Puerto Rico; San Juan [Puerto Rico]; United States"
"Urban resilience: two diverging interpretations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934443300&doi=10.1080%2f17549175.2014.990913&partnerID=40&md5=d254ab56fde6ba3435cab5d9a98862b8","urban adaptability; urban resilience; urban systems",
"Conclusion: The Way Forward: An Agenda for Reconnecting the City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926405385&doi=10.1002%2f9781118383940.oth&partnerID=40&md5=eb2164689af9ef695479c622add94729","Historic Urban Landscape approach; Identity; Innovation; Research agenda; Urban resilience","Historic city; Identity; Management process; New approaches; Research agenda; Urban conservation; Urban landscape; Urban resilience"
"Before the war, war, after the war: Urban imageries for urban resilience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920930679&doi=10.1007%2fs13753-012-0004-4&partnerID=40&md5=3577dcf1c41c4662ba5c0289e6612d63","patterns of urban resilience; Sarajevo; urban conditions; urban imageries; war",
"Socio-environmental costs of underground space use for urban sustainability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070618174&doi=10.1016%2fj.scs.2019.101757&partnerID=40&md5=c0f5c79af5b16eb344bc354e9a42c5f7","Monetary valuation; Socio-environmental cost; Underground assets; Urban sustainability; Urban underground space (UUS) use","Cost benefit analysis; Decision making; Economics; Geothermal energy; Groundwater; Land use; Environmental costs; Monetary valuations; Underground assets; Urban sustainability; Urban underground spaces; Sustainable development"
"Building urban resilience and knowledge co-production in the face of weather hazards: flash floods in the Monterrey Metropolitan Area (Mexico)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066292675&doi=10.1016%2fj.envsci.2019.05.021&partnerID=40&md5=8ad45e052701b5366df26561006461b4","floods; knowledge co-production; Mexico; Monterrey; urban resilience","architecture; Article; building; conceptual framework; ecosystem resilience; flooding; human; hurricane; knowledge; natural disaster; Nuevo Leon; priority journal; public-private partnership; risk management; river basin; socioeconomics; urban area; urban population; weather"
